_Time _Value ProductVariantName WarehouseLocationName
"2024-03-31 00:00:00" 1381.89501953125 "Car Audio Unit-200" "Distribution center"
"2024-04-30 00:00:00" 1546.8922119140625 "Car Audio Unit-200" "Distribution center"
"2024-05-31 00:00:00" 1656.711181640625 "Car Audio Unit-200" "Distribution center"
"2024-06-30 00:00:00" 1692.69970703125 "Car Audio Unit-200" "Distribution center"
"2024-07-31 00:00:00" 1849.792236328125 "Car Audio Unit-200" "Distribution center"
"2024-08-31 00:00:00" 1623.81982421875 "Car Audio Unit-200" "Distribution center"
"2024-09-30 00:00:00" 1460.9639892578125 "Car Audio Unit-200" "Distribution center"
"2024-10-31 00:00:00" 1407.1007080078125 "Car Audio Unit-200" "Distribution center"
"2024-11-30 00:00:00" 1464.7064208984375 "Car Audio Unit-200" "Distribution center"
"2024-12-31 00:00:00" 1140.9991455078125 "Car Audio Unit-200" "Distribution center"
"2025-01-31 00:00:00" 1119.001708984375 "Car Audio Unit-200" "Distribution center"
"2025-02-28 00:00:00" 1083.0037841796875 "Car Audio Unit-200" "Distribution center"
"2024-03-31 00:00:00" 1023.098876953125 "Car Audio Unit-200" "Store 1"
"2024-04-30 00:00:00" 1206.927978515625 "Car Audio Unit-200" "Store 1"
"2024-05-31 00:00:00" 1387.1978759765625 "Car Audio Unit-200" "Store 1"
"2024-06-30 00:00:00" 1356.1207275390625 "Car Audio Unit-200" "Store 1"
"2024-07-31 00:00:00" 1501.0643310546875 "Car Audio Unit-200" "Store 1"
"2024-08-31 00:00:00" 1278.038818359375 "Car Audio Unit-200" "Store 1"
"2024-09-30 00:00:00" 1200.0533447265625 "Car Audio Unit-200" "Store 1"
"2024-10-31 00:00:00" 1100.0018310546875 "Car Audio Unit-200" "Store 1"
"2024-11-30 00:00:00" 1156.041259765625 "Car Audio Unit-200" "Store 1"
"2024-12-31 00:00:00" 873.013916015625 "Car Audio Unit-200" "Store 1"
"2025-01-31 00:00:00" 867.9999389648438 "Car Audio Unit-200" "Store 1"
"2025-02-28 00:00:00" 854.9962768554688 "Car Audio Unit-200" "Store 1"
"2024-03-31 00:00:00" 1500.8062744140625 "Car Audio Unit-200" "Store 2"
"2024-04-30 00:00:00" 1697.733154296875 "Car Audio Unit-200" "Store 2"
"2024-05-31 00:00:00" 1798.842041015625 "Car Audio Unit-200" "Store 2"
"2024-06-30 00:00:00" 1931.697265625 "Car Audio Unit-200" "Store 2"
"2024-07-31 00:00:00" 2043.512939453125 "Car Audio Unit-200" "Store 2"
"2024-08-31 00:00:00" 1860.11572265625 "Car Audio Unit-200" "Store 2"
"2024-09-30 00:00:00" 1648.60205078125 "Car Audio Unit-200" "Store 2"
"2024-10-31 00:00:00" 1580.080810546875 "Car Audio Unit-200" "Store 2"
"2024-11-30 00:00:00" 1759.952392578125 "Car Audio Unit-200" "Store 2"
"2024-12-31 00:00:00" 1325.2008056640625 "Car Audio Unit-200" "Store 2"
"2025-01-31 00:00:00" 1274.0068359375 "Car Audio Unit-200" "Store 2"
"2025-02-28 00:00:00" 1268.990234375 "Car Audio Unit-200" "Store 2"
"2024-03-31 00:00:00" 1216.0108642578125 "Car Audio Unit-200" "Store 3"
"2024-04-30 00:00:00" 1377.5045166015625 "Car Audio Unit-200" "Store 3"
"2024-05-31 00:00:00" 1550.392333984375 "Car Audio Unit-200" "Store 3"
"2024-06-30 00:00:00" 1545.706298828125 "Car Audio Unit-200" "Store 3"
"2024-07-31 00:00:00" 1728.681640625 "Car Audio Unit-200" "Store 3"
"2024-08-31 00:00:00" 1530.998779296875 "Car Audio Unit-200" "Store 3"
"2024-09-30 00:00:00" 1392.3092041015625 "Car Audio Unit-200" "Store 3"
"2024-10-31 00:00:00" 1275.23828125 "Car Audio Unit-200" "Store 3"
"2024-11-30 00:00:00" 1317.224853515625 "Car Audio Unit-200" "Store 3"
"2024-12-31 00:00:00" 1031.3641357421875 "Car Audio Unit-200" "Store 3"
"2025-01-31 00:00:00" 1034.003662109375 "Car Audio Unit-200" "Store 3"
"2025-02-28 00:00:00" 1021.9990234375 "Car Audio Unit-200" "Store 3"
"2024-03-31 00:00:00" 881.95263671875 "Car Audio Unit-200" "Store 4"
"2024-04-30 00:00:00" 1021.7529296875 "Car Audio Unit-200" "Store 4"
"2024-05-31 00:00:00" 1083.5301513671875 "Car Audio Unit-200" "Store 4"
"2024-06-30 00:00:00" 1091.836669921875 "Car Audio Unit-200" "Store 4"
"2024-07-31 00:00:00" 1272.8778076171875 "Car Audio Unit-200" "Store 4"
"2024-08-31 00:00:00" 1086.9068603515625 "Car Audio Unit-200" "Store 4"
"2024-09-30 00:00:00" 987.8929443359375 "Car Audio Unit-200" "Store 4"
"2024-10-31 00:00:00" 923.8956298828125 "Car Audio Unit-200" "Store 4"
"2024-11-30 00:00:00" 1042.8597412109375 "Car Audio Unit-200" "Store 4"
"2024-12-31 00:00:00" 765.990966796875 "Car Audio Unit-200" "Store 4"
"2025-01-31 00:00:00" 679.9974365234375 "Car Audio Unit-200" "Store 4"
"2025-02-28 00:00:00" 712.0048828125 "Car Audio Unit-200" "Store 4"
"2024-03-31 00:00:00" 774.2945556640625 "Car Audio Unit-500" "Distribution center"
